year,country,ISO,"Life expectancy at birth, total (years)",Population growth (annual %),"School enrollment, tertiary (% gross)",Internet Users(%),GDP per capita (current US$),"Inflation, consumer prices (annual %)"
2008,Paraguay,PRY,71.384,0.979118914218707,34.0659599304199,14.27000046,4360.42910071309,10.1547846489023
2007,Paraguay,PRY,71.106,0.997237882485964,28.7170295715332,11.21000004,3194.26298162817,8.13047417698579
2006,Paraguay,PRY,70.781,1.04976165973902,,7.962073803,2426.41709770871,9.5893494112923
2005,Paraguay,PRY,70.527,1.11178740173656,25.6563301086426,7.907007694,1960.51476554933,6.80738203116371
2004,Paraguay,PRY,70.481,1.17127562545308,25.0752906799316,3.452438354,1776.93225816866,4.32326492967491
2003,Paraguay,PRY,70.297,1.25459291928333,24.8685607910156,2.111942053,1436.76490433294,14.2367970499143
2002,Paraguay,PRY,70.025,1.42830817376899,26.1775894165039,1.794969559,1361.24928059287,10.5102420856612
2001,Paraguay,PRY,69.9,1.69755299380957,17.847469329834,1.098793864,1630.1908460827,7.26806028584821
2000,Paraguay,PRY,69.75,1.92694524157704,15.8885698318481,0.747630715,1728.34074341006,8.98215976750022
1999,Paraguay,PRY,69.634,2.06213058619071,13.1251697540283,0.381657332,1758.26019288757,6.75226586102725
1998,Paraguay,PRY,69.478,2.1590415377905,,0.194904953,1880.89316502001,11.5532684355839
1997,Paraguay,PRY,69.325,2.23796594380678,,0.099576719,2068.20837812986,6.94956608534117
1996,Paraguay,PRY,69.202,2.31317634560577,9.36046028137207,0.020359611,2077.4848286906,9.7996833901608
1995,Paraguay,PRY,69.009,2.38748339210323,9.35455989837646,0.0,1968.35248659417,13.4254143646407
1994,Paraguay,PRY,68.824,2.45689244074662,,0.0,1750.93547791783,20.5661948376356
1993,Paraguay,PRY,68.633,2.51999511470782,10.5587596893311,0.0,1652.8043214394,18.2086614173227
1992,Paraguay,PRY,68.395,2.58284086619382,,0.0,1673.44837156734,15.1927437641721
1991,Paraguay,PRY,68.173,2.64506666653922,,0.0,1675.7136434161,24.2253521126762
1990,Paraguay,PRY,67.944,2.69430763811258,8.34741973876953,0.0,1431.83920038625,37.2599561799202
1989,Paraguay,PRY,67.469,2.74144334017898,7.99953985214233,0.0,1204.09653762574,26.4221267235586
1988,Paraguay,PRY,67.319,2.77955998443266,8.13302993774414,0.0,1106.97184745994,22.5942571785268
1987,Paraguay,PRY,67.012,2.79399664348368,8.2536096572876,0.0,1062.04643527163,21.8102740350983
1986,Paraguay,PRY,66.656,2.80374356590874,8.76667976379395,0.0,1024.19314894826,31.7425972672999
1985,Paraguay,PRY,66.315,2.79956735164742,9.1064395904541,0.0,928.426274250838,25.2107164358818
1984,Paraguay,PRY,65.966,2.79073282503148,9.69250011444092,0.0,1309.65801343961,20.3114625460255
1983,Paraguay,PRY,65.614,2.77799938113618,10.2760801315308,0.0,1696.91306555737,13.433755563163
1982,Paraguay,PRY,65.385,2.75557004282023,9.02091979980469,0.0,1666.65080758485,5.12006543713194
1981,Paraguay,PRY,65.023,2.70391825388901,9.19102954864502,0.0,1778.05382071561,12.9746974698193
1980,Paraguay,PRY,64.749,2.61590181727674,8.85105991363525,0.0,1444.69452247654,22.4473301362176
1979,Paraguay,PRY,64.448,2.53381967832998,,,1139.14805979759,28.1610386024436
1978,Paraguay,PRY,64.132,2.49078102941525,,,875.353372814364,10.6602475929181
1977,Paraguay,PRY,63.941,2.47768951602882,,,733.46540674398,9.35985291662841
1976,Paraguay,PRY,63.705,2.47261785940935,,,610.560506004519,4.47461474664494
1975,Paraguay,PRY,63.445,2.48325844586308,6.79009008407593,,556.761586303364,6.69306008366749
1974,Paraguay,PRY,63.233,2.48221486908098,5.34955978393555,,503.562728354106,25.2333177791075
1973,Paraguay,PRY,63.066,2.41563204275992,4.83012008666992,,385.392986122325,12.7968945326021
1972,Paraguay,PRY,62.935,2.31615969154097,4.53009986877441,,304.991966132839,9.18037497303687
1971,Paraguay,PRY,62.803,2.25722370361439,4.4426097869873,,269.73684248673,4.95325693640983
1970,Paraguay,PRY,62.684,2.25307704952318,3.72301006317139,,246.850846966175,-0.859556021006882
1969,Paraguay,PRY,62.499,2.28633094524132,,,236.205874172824,2.24684753574713
1968,Paraguay,PRY,62.319,2.3296017507818,,,224.881062211479,0.708073577854385
1967,Paraguay,PRY,62.153,2.38161722032014,,,219.075346405282,1.36526759221905
1966,Paraguay,PRY,61.988,2.43389224508073,,,212.157757735878,2.87319422160327
1965,Paraguay,PRY,61.819,2.47122100766677,,,206.978830530206,3.85929815780518
1964,Paraguay,PRY,61.583,2.49151555735658,,,,1.36986301369865
1963,Paraguay,PRY,61.334,2.48297218084744,,,,2.09790209790213
1962,Paraguay,PRY,61.058,2.45105620219308,,,,1.41843971631209
1961,Paraguay,PRY,60.755,2.41818627068738,,,,18.4873949579832
1960,Paraguay,PRY,60.423,,,,,8.18181818181802
2022,Uruguay,URY,,-0.101211066400464,,,20795.0423535553,9.10437983075442
2021,Uruguay,URY,75.436,-0.0824466091158564,,,17923.9953327961,7.7479140231476
2020,Uruguay,URY,78.43,0.0197448194187447,67.8832092285156,86.09999847,15650.4994274155,9.75640636078194
2019,Uruguay,URY,77.508,0.0398806735871464,65.1568603515625,83.35153198,18098.361548609,7.88198870879623
2018,Uruguay,URY,77.611,0.141387931879728,63.6724090576172,80.72684479,19026.04961089,7.60653360377041
2017,Uruguay,URY,77.625,0.24675383930737,63.1257705688477,70.32235718,18995.3970195554,6.21809382561863
2016,Uruguay,URY,77.571,0.32121688556848,62.5445709228516,66.40000153,16837.9403803049,9.63941347635073
2015,Uruguay,URY,77.483,0.328384512874787,59.6962203979492,64.57078552,16950.7533762432,8.66626987079339
2014,Uruguay,URY,77.366,0.309530574282718,60.7204895019531,61.45999908,18131.5788465661,8.87735333229825
2013,Uruguay,URY,77.24,0.297587135386814,59.8736305236816,57.68999863,18140.8919180672,8.57513504005395
2012,Uruguay,URY,77.111,0.28208319300115,,54.45376968,16087.2520777973,8.097765805736
2011,Uruguay,URY,76.983,0.267668153797056,,51.40465927,14975.5625602187,8.09283206302989
2010,Uruguay,URY,76.858,0.253703132150146,51.2352409362793,46.40000153,12512.5941268441,6.69870886978135
2009,Uruguay,URY,76.738,0.240409128463508,,41.79999924,9780.73947340076,7.06221874388572
2008,Uruguay,URY,76.623,0.224313675740569,50.9338111877441,39.29999924,9328.06585662206,7.87707374730889
2007,Uruguay,URY,76.498,0.19152206004265,50.6918106079102,34.0,7149.37463386796,8.11464561179318
2006,Uruguay,URY,76.362,0.139067397498697,46.0536613464355,29.39999962,5942.1266667126,6.39764974385121
2005,Uruguay,URY,76.194,0.116535331321663,45.3348007202148,20.08819008,5233.45717058668,4.6992773903564
2004,Uruguay,URY,76.007,0.10866542041562,43.6336288452148,17.06309891,4130.1001146777,9.15760507540996
2003,Uruguay,URY,75.785,0.113683038515289,42.4436798095703,15.93713665,3638.94354770831,19.3797301743994
2002,Uruguay,URY,75.54,0.166541088046771,40.1660308837891,11.41946983,4115.15461366223,13.9724725913516
2001,Uruguay,URY,75.285,0.264364920924121,38.1327209472656,11.12143803,6331.15676032344,4.35934065217273
2000,Uruguay,URY,75.025,0.403611037153845,33.9259986877441,10.53905773,6932.47832494715,4.76382472733252
1999,Uruguay,URY,74.769,0.497735084108038,32.4027404785156,9.972764969,7314.49095052925,5.65868803927906
1998,Uruguay,URY,74.527,0.541324961747074,34.5432014465332,6.98706913,7780.67859659831,10.8110703055616
1997,Uruguay,URY,74.298,0.569743473062398,,3.363239765,7386.51116129484,19.8188093183778
1996,Uruguay,URY,74.088,0.569797684026874,29.3983497619629,1.847472072,6358.16259728164,28.3420486004309
1995,Uruguay,URY,73.896,0.57375265725676,,0.31012857,6014.91852275368,42.2483197983755
1994,Uruguay,URY,73.728,0.572113508076794,,0.062474385,5478.02236424802,44.7360421521933
1993,Uruguay,URY,73.579,0.569602672227992,,0.0,4729.92903911921,54.1007924425194
1992,Uruguay,URY,73.441,0.583804825073235,27.0813007354736,0.0,4083.46372168049,68.4591938395375
1991,Uruguay,URY,73.305,0.587361458160857,29.9967403411865,0.0,3574.11103095257,101.971683202507
1990,Uruguay,URY,73.162,0.615393884809994,29.9012508392334,0.0,2983.24373634077,112.525905573023
1989,Uruguay,URY,73.002,0.651885211821357,29.6327304840088,0.0,2724.09597232253,80.4474367280735
1988,Uruguay,URY,72.82,0.618362752089701,,0.0,2668.67036860018,62.1919564596004
1987,Uruguay,URY,72.613,0.576461368755596,,0.0,2408.63615869903,63.5666624326724
1986,Uruguay,URY,72.381,0.560127279263185,,0.0,1933.47910345614,76.3806364119544
1985,Uruguay,URY,72.123,0.529236923536451,,0.0,1564.71050366233,72.2225644287757
1984,Uruguay,URY,71.841,0.498872990834057,,0.0,1612.30964450099,55.3044235418763
1983,Uruguay,URY,71.539,0.472268033039781,24.0971298217773,0.0,1704.5741746787,49.1973796505638
1982,Uruguay,URY,71.223,0.440889906878928,22.3819599151611,0.0,3080.97325943737,18.9925012952182
1981,Uruguay,URY,70.901,0.416431760414838,17.143180847168,0.0,3724.88817570084,34.0453358609474
1980,Uruguay,URY,70.582,0.441803972151439,15.5369300842285,0.0,3440.71777087917,63.4758304314673
1979,Uruguay,URY,70.279,0.507589085460278,16.5546798706055,,2441.97347804312,66.8442861850437
1978,Uruguay,URY,69.999,0.565983598449773,,,1678.23755419924,44.5483436672392
1977,Uruguay,URY,69.746,0.62868057519526,17.6003303527832,,1414.30303790093,58.1961750215737
1976,Uruguay,URY,69.523,0.66447802297105,,,1268.43376295746,50.6230495604619
1975,Uruguay,URY,69.335,0.641304713746582,15.0919599533081,,1232.01369905585,81.4053840067419
1974,Uruguay,URY,69.193,0.589168079350562,12.3029699325562,,1433.35677118481,77.213413779201
1973,Uruguay,URY,69.096,0.556355184716087,,,1397.4413096869,96.9972653187057
1972,Uruguay,URY,68.933,0.554299253536092,,,776.090728465592,76.4849237828813
1971,Uruguay,URY,68.969,0.544235126159399,,,1000.6295026028,23.9530889061731
1970,Uruguay,URY,68.904,0.586175271058923,,,765.911758988321,16.3061449435997
1969,Uruguay,URY,68.815,0.706901572482251,,,722.590683226513,20.9666666659999
1968,Uruguay,URY,68.698,0.822786775414017,,,578.588566859285,125.336991126492
1967,Uruguay,URY,68.558,0.91258442622911,,,584.847346537381,89.275297285038
1966,Uruguay,URY,68.427,0.987598276021287,,,668.328423974569,73.4626932061085
1965,Uruguay,URY,68.294,1.05202681269091,,,705.397742794793,56.5565565566606
1964,Uruguay,URY,68.179,1.1161541018096,,,744.879993057601,42.3694157015187
1963,Uruguay,URY,68.084,1.16943981376164,,,587.006884949437,21.2546957175585
1962,Uruguay,URY,67.994,1.21423551858804,,,659.611696940395,10.9074243811898
1961,Uruguay,URY,67.895,1.26252763903618,,,604.176627257854,22.7472639867959
1960,Uruguay,URY,67.772,,,,491.213492970179,38.5040374002647
2022,El Salvador,SLV,,0.351368233858255,,,5127.32166823012,7.19861615609868
2021,El Salvador,SLV,70.748,0.340068122361035,,,4664.31122268385,3.46692585313078
2020,El Salvador,SLV,71.061,0.199062369975812,,54.60137177,3961.72663347599,-0.371590212323993
2019,El Salvador,SLV,72.559,0.0617207329334854,29.9244194030762,50.49119186,4280.28840404719,0.0753241350024327
2018,El Salvador,SLV,72.555,0.154476680476382,29.3719291687012,43.79999924,4145.86235103186,1.09033000581896
2017,El Salvador,SLV,72.311,0.257949946994399,28.5862903594971,33.8207283,3986.04901435439,1.01235403315573
2016,El Salvador,SLV,72.025,0.311563471293443,27.9180908203125,28.99707222,3870.31298246063,0.604049086996682
2015,El Salvador,SLV,71.814,0.346286117647337,27.9700508117676,26.80260468,3761.51368000275,-0.731384487387986
2014,El Salvador,SLV,71.746,0.385376455719377,27.8673896789551,24.76171303,3638.51765819162,1.1413446753823
2013,El Salvador,SLV,71.771,0.394479107083525,28.3520793914795,23.10930061,3555.16209958481,0.7576691845229
2012,El Salvador,SLV,71.831,0.389311893511473,28.0211906433105,20.32138824,3471.05126865498,1.72973481581381
2011,El Salvador,SLV,71.859,0.380610550595593,27.1870994567871,18.89999962,3304.97418347889,5.12892376681616
2010,El Salvador,SLV,71.848,0.374364787171041,26.1139793395996,15.89999962,3017.3073947577,1.17933576873676
2009,El Salvador,SLV,71.576,0.379776014021418,25.6074409484863,12.10999966,2889.68588721937,1.05595029731201
2008,El Salvador,SLV,71.424,0.395765788534978,25.1151008605957,10.07999992,2964.172140237,6.70792293515938
2007,El Salvador,SLV,71.108,0.160532322783851,24.287109375,6.110000134,2814.58988893523,4.57808572377153
2006,El Salvador,SLV,70.773,-0.0560127440734922,23.1976108551025,5.5,2651.43088765876,4.03712359429611
2005,El Salvador,SLV,70.44,0.035814056190455,22.9493293762207,4.199999809,2434.32353117029,4.69094870903771
2004,El Salvador,SLV,70.34,0.14600619513778,22.6476497650146,3.200000048,2273.95550275819,4.45194392395044
2003,El Salvador,SLV,70.14,0.258744779316872,21.9614791870117,2.5,2197.48200095937,2.1203909173333
2002,El Salvador,SLV,70.232,0.386354097488165,21.3096408843994,1.899999976,2106.73946874831,1.86552503610078
2001,El Salvador,SLV,69.598,0.4957580845353,20.5808906555176,1.5,2051.15877420114,3.7508205747202
2000,El Salvador,SLV,69.865,0.582883767568532,21.4051704406738,1.177397251,1977.84061443838,2.27128756828722
1999,El Salvador,SLV,69.379,0.656606870781475,22.0670509338379,0.845428765,1904.87490234395,0.514827130192974
1998,El Salvador,SLV,68.478,0.723843708853884,21.919059753418,0.425253659,1858.37139425221,2.54705977554154
1997,El Salvador,SLV,67.895,0.781771468899008,,0.25696069,1749.50183461649,4.490136278552
1996,El Salvador,SLV,67.076,0.847880000384356,21.1332302093506,0.086389579,1653.63054885685,9.78892040179968
1995,El Salvador,SLV,66.33,0.964186767423198,21.9230499267578,0.0,1552.13020783046,10.0296564501018
1994,El Salvador,SLV,65.838,1.09592871892721,20.5378608703613,0.0,1348.90791173359,10.5858066526451
1993,El Salvador,SLV,65.235,1.40894113586898,18.5674896240234,0.0,1186.34072499191,18.5066883302714
1992,El Salvador,SLV,64.657,1.65505850095383,,0.0,1047.04315726038,11.2144813801986
1991,El Salvador,SLV,63.856,1.73422966487922,17.307430267334,0.0,961.778992029035,14.4026748806266
1990,El Salvador,SLV,62.55,1.81155478135323,16.0388698577881,0.0,897.59298208612,23.9991651130861
1989,El Salvador,SLV,59.685,1.92291055087378,16.857629776001,0.0,829.512514644292,17.6340799385345
1988,El Salvador,SLV,61.476,2.01693944797354,16.3506603240967,0.0,810.35269725594,19.7611617858857
1987,El Salvador,SLV,59.669,1.92100179537841,,0.0,781.111027786549,24.8645003373126
1986,El Salvador,SLV,57.741,1.90979290744089,16.1975994110107,0.0,758.765652447861,31.9350161472763
1985,El Salvador,SLV,57.025,1.95757850487843,15.7081604003906,0.0,779.281928543907,22.3283750554416
1984,El Salvador,SLV,54.85,1.95403148720498,14.2866497039795,0.0,765.687100486197,11.5071695057308
1983,El Salvador,SLV,52.203,1.93289161411517,13.1246204376221,0.0,747.673146142168,13.3143177303524
1982,El Salvador,SLV,51.105,1.10899755109898,10.9109201431274,0.0,738.969574147634,11.7288868654679
1981,El Salvador,SLV,48.161,0.887183299301569,,0.0,755.565945722442,14.7971516299733
1980,El Salvador,SLV,47.975,1.69878206722071,,0.0,792.629461307538,17.3669682564025
1979,El Salvador,SLV,52.2,1.97098194679037,,,781.323678260589,14.0560247361062
1978,El Salvador,SLV,53.245,2.08820077924978,7.96987009048462,,719.646650816446,13.2751232921383
1977,El Salvador,SLV,54.024,2.13240230717282,7.77114009857178,,691.061336495721,11.8202775391489
1976,El Salvador,SLV,54.627,2.18696065510656,,,558.757274610081,7.03468963198829
1975,El Salvador,SLV,54.875,2.30017088091472,7.41844987869263,,462.162172769443,19.0884996543863
1974,El Salvador,SLV,54.668,2.37252273513685,7.03909015655518,,418.137427526619,16.8990368422354
1973,El Salvador,SLV,54.048,2.407010019843,5.59450006484985,,370.71545316849,6.39197420311829
1972,El Salvador,SLV,53.019,2.40079667221047,,,332.723468441796,1.53521536678879
1971,El Salvador,SLV,52.241,2.42727315509449,3.71206998825073,,319.88047497175,0.445808667692474
1970,El Salvador,SLV,51.41,2.46533907925573,2.85251998901367,,313.040018347154,2.81785392208509
1969,El Salvador,SLV,50.9,2.5153138989545,,,297.199796769036,-0.194990250038126
1968,El Salvador,SLV,50.775,2.60802658859395,,,293.25776715087,2.53768071348791
1967,El Salvador,SLV,50.852,2.66363350822576,,,291.002444098585,1.46691635472384
1966,El Salvador,SLV,50.964,2.69736434576469,,,284.567032692513,-1.18735543593378
1965,El Salvador,SLV,50.897,2.68830068824992,,,276.055462703955,0.456974672917085
1964,El Salvador,SLV,50.734,2.62811450987422,,,,1.75756620405752
1963,El Salvador,SLV,50.253,2.58935367356987,,,,1.56900416258929
1962,El Salvador,SLV,49.6,2.72326137725998,,,,0.0961538463947617
1961,El Salvador,SLV,48.849,2.82267242591856,,,,-2.68247036807422
1960,El Salvador,SLV,48.084,,,,,-0.0389741990030509
2022,Peru,PER,,0.986112053718798,,,7125.8292350929,8.33370630096232
2021,Peru,PER,72.377,1.22566025209601,,,6635.46392344859,4.27166381536796
2020,Peru,PER,73.665,1.45140240084226,,65.25,6063.62657980167,2.00241205759293
2019,Peru,PER,76.156,1.90972560807882,,59.95050049,6955.88176963678,2.25212191358024
2018,Peru,PER,76.009,1.87582164020533,,55.05433273,6912.10462268352,1.50915423024742
2017,Peru,PER,75.879,1.50694618507609,70.7378616333008,50.45041275,6676.3077877014,2.99490045809446
2016,Peru,PER,75.789,1.36122543775229,71.1329879760742,45.4617424,6163.86117862599,3.55717663556281
2015,Peru,PER,75.621,1.17223066396866,,40.8526001,6180.11879937394,3.39809194746299
2014,Peru,PER,75.333,1.04365112789631,,40.20000076,6614.83049889676,3.4119457980747
2013,Peru,PER,74.967,0.967486220265649,,39.20000076,6697.18768268879,2.76789666081994
2012,Peru,PER,74.544,0.918055908591097,34.2994117736816,38.20000076,6475.71941703429,3.61121294940175
2011,Peru,PER,74.133,0.845382115888711,,36.00999832,5826.83230656078,3.36931095333853
2010,Peru,PER,73.711,0.756357202975091,,34.77000046,5047.2046433225,1.52832059732903
2009,Peru,PER,73.466,0.702724346623641,,31.39999962,4164.97048299155,2.93623153596699
2008,Peru,PER,73.377,0.716987182658426,,30.56999969,4184.88598248749,5.78587598206754
2007,Peru,PER,73.223,0.769759369616088,,25.20000076,3572.36358879114,1.77998644680372
2006,Peru,PER,73.172,0.827239266792745,34.2162704467773,20.70000076,3123.32015935927,2.00225801248821
2005,Peru,PER,72.986,0.904184155760706,32.7618217468262,17.10000038,2702.23770075461,1.61630193862544
2004,Peru,PER,72.668,0.974731754515074,32.4950408935547,14.10000038,2393.66589710452,3.66247320092231
2003,Peru,PER,72.217,1.05113533724533,30.6417102813721,11.60000038,2126.13782387391,2.25937753363075
2002,Peru,PER,71.661,1.17608515721159,30.5790596008301,8.966949463,2003.97108061855,0.193135003853723
2001,Peru,PER,71.041,1.34331954460691,30.2601699829102,7.578763008,1925.97942030475,1.97709878502052
2000,Peru,PER,70.424,1.52044227070086,33.8159790039063,3.076430559,1941.318259717,3.75733833344474
1999,Peru,PER,69.743,1.6670604009319,38.5659103393555,1.952497602,1911.73501688306,3.46965996293021
1998,Peru,PER,69.082,1.7695187906283,,1.190380454,2149.70106301576,7.24782175213469
1997,Peru,PER,68.605,1.82243949325095,25.8539199829102,0.403429687,2292.39651714831,8.56218948953654
1996,Peru,PER,68.147,1.85695289229942,25.855640411377,0.246232584,2218.32174731966,11.5379424115177
1995,Peru,PER,67.644,1.92355612770439,27.2361793518066,0.033412304,2180.56663897168,11.1287029707088
1994,Peru,PER,67.227,1.97650334441666,26.7497901916504,0.008504578,1871.3921088991,23.7369050565046
1993,Peru,PER,66.681,2.00446004559178,27.814510345459,0.0,1481.34098915924,48.5799864468884
1992,Peru,PER,66.149,2.03486931683517,31.0236492156982,0.0,1560.54650443571,73.5282942442641
1991,Peru,PER,65.434,2.12084332741883,31.3666496276855,0.0,1520.67736235824,409.530166622023
1990,Peru,PER,65.106,2.21710522088361,29.7334308624268,0.0,1194.54830200693,7481.66361124526
1989,Peru,PER,64.352,2.24715200247878,29.4051494598389,0.0,1040.47518952436,3398.67901005332
1988,Peru,PER,63.601,2.25975036452914,28.1803493499756,0.0,730.20976255024,667.019328585961
1987,Peru,PER,62.804,2.26489768953194,26.5490894317627,0.0,1784.58053039008,85.8223062381847
1986,Peru,PER,62.024,2.31183594285629,25.3953399658203,0.0,1081.69912331592,77.9210255473595
1985,Peru,PER,61.292,2.3620742408617,22.0539894104004,0.0,763.611418637779,163.399505243687
1984,Peru,PER,60.467,2.40740717354434,21.2238006591797,0.0,912.616584609471,110.208519562543
1983,Peru,PER,60.161,2.4330149256554,20.5419101715088,0.0,921.301703236973,111.150635209158
1982,Peru,PER,60.015,2.43508579524966,19.8920192718506,0.0,1186.13771514019,64.4481585387929
1981,Peru,PER,59.847,2.48391657997361,19.558349609375,0.0,1207.21612818061,75.4332687576064
1980,Peru,PER,59.589,2.50780755368984,17.0032005310059,0.0,1036.84070320143,59.1450712444913
1979,Peru,PER,59.303,2.4970683288076,15.6611099243164,,935.215395059388,66.6944229664877
1978,Peru,PER,58.973,2.51886748413374,,,750.782327650772,57.8487826251505
1977,Peru,PER,58.617,2.48238831966364,14.3023099899292,,896.472166116144,38.0540914196793
1976,Peru,PER,58.266,2.46470311736746,12.812689781189,,1019.28030934872,33.4832756634568
1975,Peru,PER,57.905,2.52038740807264,12.7404899597168,,1096.47156331282,23.6187352963326
1974,Peru,PER,57.483,2.5723906934301,12.1496000289917,,920.387869003927,16.8916666665702
1973,Peru,PER,57.085,2.64001986001968,11.1770801544189,,749.202246923286,9.48905109503397
1972,Peru,PER,56.737,2.69810393632063,10.0019502639771,,642.956369811627,7.21972216770544
1971,Peru,PER,56.163,2.54503571421173,9.67994976043701,,595.859829729103,6.79063936495416
1970,Peru,PER,47.16,2.6041998100498,9.83366012573242,,548.003234606709,5.02523590072424
1969,Peru,PER,55.255,2.84388179977747,,,485.926791033938,6.23615806078062
1968,Peru,PER,54.747,2.8560660720418,,,446.62248900495,19.086618545438
1967,Peru,PER,54.223,2.87416385545982,,,496.276693427491,9.78360256063413
1966,Peru,PER,53.699,2.89786246170878,,,503.714856016416,8.84060374922208
1965,Peru,PER,53.183,2.92202776542478,,,438.227100197649,16.3899613894424
1964,Peru,PER,52.717,2.92316532163094,,,380.48858063425,9.79228486663485
1963,Peru,PER,52.2,2.927161985058,,,323.799241074117,6.07014388428593
1962,Peru,PER,51.31,2.95268460253087,,,304.32668593123,6.64109326359749
1961,Peru,PER,51.091,2.96277856647304,,,276.562907352151,5.91670898836376
1960,Peru,PER,50.495,,,,252.844497966586,8.66445916271909
2022,Mexico,MEX,,0.628607802526073,,,11091.3054302538,7.89627619168544
2021,Mexico,MEX,70.213,0.559420832085433,,,10045.676371041,5.68920847683764
2020,Mexico,MEX,70.133,0.727243815691995,44.8085899353027,71.96819305,8654.99732516958,3.39683415569999
2019,Mexico,MEX,74.202,0.860265089734684,42.8306999206543,70.06990814,10145.1526279593,3.6359614212705
2018,Mexico,MEX,74.015,0.951668643927897,41.5228004455566,65.77263641,9857.00748742213,4.89935015356549
2017,Mexico,MEX,74.138,1.08042073770937,40.2289581298828,63.85224915,9434.37817948243,6.04145724018992
2016,Mexico,MEX,74.412,1.13323428792033,38.4333801269531,59.54044724,8875.08206876137,2.82170784747653
2015,Mexico,MEX,74.682,1.16700884975484,31.8190402984619,57.43104172,9753.40056232226,2.7206406496403
2014,Mexico,MEX,74.797,1.2414667155537,31.0941390991211,44.38999939,11076.1341141975,4.01861608078673
2013,Mexico,MEX,74.739,1.317160792789,30.3000392913818,43.45999908,10865.6872912453,3.80639069747207
2012,Mexico,MEX,74.574,1.39661546186197,29.4718399047852,39.75,10376.0904951074,4.11150981070293
2011,Mexico,MEX,74.365,1.4276397653994,28.3414993286133,37.17629623,10341.5002378026,3.40737824605736
2010,Mexico,MEX,74.19,1.32657895725526,27.5634708404541,31.04999924,9399.96470859669,4.15672722680176
2009,Mexico,MEX,74.119,1.23674369230562,26.5867290496826,26.34000015,8104.92257319862,5.29735584228859
2008,Mexico,MEX,74.152,1.26753574174522,26.1120300292969,21.70999908,10119.8210567984,5.12498274575897
2007,Mexico,MEX,74.238,1.31623681916458,25.4210605621338,20.80999947,9719.9278639964,3.96684905458234
2006,Mexico,MEX,74.331,1.36053857389621,24.7904300689697,19.52000046,9125.3877388645,3.62946762439129
2005,Mexico,MEX,74.376,1.42951167105736,24.2164001464844,17.20999908,8321.85985639121,3.98805714597435
2004,Mexico,MEX,74.372,1.4696529746789,23.6608104705811,14.10000038,7525.4874609367,4.68840884843147
2003,Mexico,MEX,74.274,1.48740053113001,22.8839702606201,12.89999962,7120.37212084792,4.54690012118717
2002,Mexico,MEX,74.106,1.52045522318023,22.1058502197266,11.89999962,7650.93186425866,5.03072733151299
2001,Mexico,MEX,73.867,1.54194113014521,21.2629203796387,7.038022995,7613.14297753247,6.36773806235032
2000,Mexico,MEX,73.569,1.58455078746177,20.4910106658936,5.081384182,7232.91068093609,9.49156149435404
1999,Mexico,MEX,73.225,1.64054838334199,19.280179977417,1.85743618,6230.69720074254,16.5856169707539
1998,Mexico,MEX,72.845,1.68579338254176,18.2356300354004,1.26578331,5555.71185686976,15.9283950119352
1997,Mexico,MEX,72.445,1.72818289567839,17.1859493255615,0.627311528,5370.24463838388,20.6256287259248
1996,Mexico,MEX,72.037,1.78129571544977,16.5788097381592,0.200406283,4487.26319003077,34.3783832235167
1995,Mexico,MEX,71.646,1.85680777986673,15.4453897476196,0.102564193,4002.15871829748,34.9992712889592
1994,Mexico,MEX,71.279,1.90443531542116,14.8462200164795,0.043339167,5976.49407452681,6.96581237191123
1993,Mexico,MEX,70.942,1.92882635968047,14.3523597717285,0.028305043,5778.90780858359,9.75146045357564
1992,Mexico,MEX,70.616,1.9503084540285,,0.01730781,4272.78826577319,15.5078962533572
1991,Mexico,MEX,70.298,1.97637378547817,14.951189994812,0.005880695,3756.85259707081,22.662359455061
1990,Mexico,MEX,69.971,1.83597705013042,15.424880027771,0.0,3196.91987187933,26.6516725646771
1989,Mexico,MEX,69.623,1.68642181558025,15.7984304428101,0.0,2759.47647966044,20.0078767139978
1988,Mexico,MEX,69.253,1.71119463203751,16.2346305847168,0.0,2302.02195363862,114.162258549066
1987,Mexico,MEX,68.844,1.72869101147886,15.5330400466919,0.0,1902.46222449001,131.827383923089
1986,Mexico,MEX,68.388,1.79010932477031,15.7746801376343,0.0,1765.26398503444,86.2333169923538
1985,Mexico,MEX,67.874,1.86354345855765,,0.0,2607.66869501463,57.7484484008702
1984,Mexico,MEX,67.29,1.93637203383937,15.3578300476074,0.0,2506.89997121301,65.4488071277602
1983,Mexico,MEX,66.644,1.99468010531636,14.9750499725342,0.0,2166.57700637053,101.874938435992
1982,Mexico,MEX,65.975,2.03453780905284,14.7933797836304,0.0,2612.68042038032,58.9134198531048
1981,Mexico,MEX,65.313,2.23259552808724,14.2288198471069,0.0,3810.31014227517,27.9337625982399
1980,Mexico,MEX,64.703,2.59185461062644,13.4319496154785,0.0,3036.35501173446,26.3516513562834
1979,Mexico,MEX,64.189,2.8425571493849,12.0415697097778,,2039.16479496912,18.1912462987644
1978,Mexico,MEX,63.778,2.94592633385125,10.8819599151611,,1600.76254864463,17.4572925678264
1977,Mexico,MEX,63.434,2.95007547039341,9.71020984649658,,1315.59921375581,29.0641247103462
1976,Mexico,MEX,63.123,2.95572231528925,9.85260963439941,,1470.19105533597,15.824722489347
1975,Mexico,MEX,62.81,3.02000777330507,9.0258903503418,,1499.35556675453,14.9445346409267
